_id,seemLikeLibrary,platform,language,name,homepageUrl,description,keywords,repositoryUrl,repositoryId,repositoryDescription,sourceRank,repositoryStarCount,repositoryForkCount,repositoryWatchersCount,repositorySourceRank,dependentProjectsCount,dependentRepositoriesCount,addedProjects,versionsCount
1183533,TRUE,Maven,Java,org.wildfly.swarm:logging,http://thorntail.io/,WildFly Swarm: Logging API,,https://github.com/wildfly-swarm/wildfly-swarm-core.git,11901488,Source code for the Thorntail project,13,378,245,55,10,0,80,12,53
345662,TRUE,Maven,,urbanophile:java-getopt,,,,,0,,7,0,0,0,0,4,58,17,1
383216,TRUE,Maven,,net.sf.jsr107cache:jsr107cache,http://maven.apache.org,,,,0,,7,0,0,0,0,16,318,30,1
380567,TRUE,Maven,Java,info.cukes:cucumber-testng,http://cukes.info/,Common configuration for all Cucumber modules,,https://github.com/cucumber/cucumber-jvm,172862,Cucumber for the JVM,18,2062,1752,230,18,15,1154,16,10
3226761,TRUE,Maven,Java,io.rsocket:rsocket-core,http://rsocket.io,Core functionality for the RSocket library,,https://github.com/rsocket/rsocket-java,2817192,Java implementation of RSocket,14,1206,183,91,13,5,21,10,36
637895,TRUE,Maven,Java,org.springframework.boot:spring-boot-starter-parent,https://projects.spring.io/spring-boot/#/spring-boot-starter-parent,Parent pom providing dependency and plugin management for applications built with Maven,,https://github.com/spring-projects/spring-boot,173261,Spring Boot,17,44803,28390,3357,25,3,325,84,102
424028,TRUE,Maven,Java,com.tinkerpop.blueprints:blueprints-test,http://tinkerpop.apache.org,Reusable test suites for Blueprints,,scm:git:git@github.com:tinkerpop/blueprints.git/blueprints-test,165084,A Property Graph Model Interface (no longer active - see Apache TinkerPop),15,1284,282,124,15,12,66,18,8
2426295,TRUE,Maven,Java,io.opencensus:opencensus-api,https://github.com/census-instrumentation/opencensus-java,null,,https://github.com/census-instrumentation/opencensus-java,12311330,A stats collection and distributed tracing framework,14,487,128,79,11,16,26,21,37
389458,TRUE,Maven,,commons-logging:commons-logging,http://commons.apache.org/proper/commons-logging/,"Apache Commons Logging is a thin adapter allowing configurable bridging to other, well known logging systems.",,http://svn.apache.org/repos/asf/commons/proper/logging/trunk,0,,17,0,0,0,0,2731,33246,1819,10
408277,TRUE,Maven,,net.java.dev.rome:rome,https://rome.dev.java.net/,"All Roads Lead to ROME. ROME is a set of Atom/RSS Java utilities that make it         easy to work in Java with most syndication formats. Today it accepts all flavors of RSS         (0.90, 0.91, 0.92, 0.93, 0.94, 1.0 and 2.0), Atom 0.3 and Atom 1.0 feeds. Rome includes         a set of parsers and generators for the various flavors of feeds, as well as converters         to convert from one format to another. The parsers can give you back Java objects that         are either specific for the format you want to work with, or a generic normalized         SyndFeed object that lets you work on with the data without bothering about the     underlying format.",,scm:cvs:pserver:guest@cvs.dev.java.net:/cvs:rome,0,,9,0,0,0,0,13,407,29,1
645571,TRUE,Maven,,org.apache.felix:org.apache.felix.bundlerepository,http://felix.apache.org/,Bundle repository service.,,http://svn.apache.org/repos/asf/felix/releases/org.apache.felix.bundlerepository-2.0.10,0,,10,0,0,0,0,19,102,30,18
362635,TRUE,Maven,,de.odysseus.juel:juel,http://juel.sourceforge.net/,"Implementation of the Java Unified Expression Language as specified     by the Expression Language Specification, Version 2.1: part of the     JSP 2.1 standard (JSR-245).",,scm:svn:https://juel.svn.sourceforge.net/svnroot/juel/trunk,0,,7,0,0,0,0,8,35,11,1
359462,TRUE,Maven,,org.apache.geronimo.javamail:geronimo-javamail_1.4_mail,,,,scm:svn:http://svn.apache.org/repos/asf/geronimo/javamail/tags/geronimo-javamail_1.4-1.9.0-alpha-2/geronimo-javamail_1.4_mail,0,,8,0,0,0,0,7,141,15,15
356405,TRUE,Maven,,com.aliyun.oss:aliyun-sdk-oss,http://www.aliyun.com,Aliyun OSS SDK for Java Copyright (C) Alibaba Cloud Computing All rights reserved. ������������ ���C������������������������������ http://www.aliyun.com,,,0,,7,0,0,0,0,12,1131,70,54
640094,TRUE,Maven,Java,com.orientechnologies:orientdb-core,http://www.orientdb.com,OrientDB NoSQL document graph dbms,,https://github.com/orientechnologies/orientdb,166659,"OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text, Geospatial and Key-Value models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries. OrientDB Community Edition is Open Source using a liberal Apache 2 license.",19,4046,810,306,16,33,328,41,168
2237115,TRUE,Maven,,org.apache.hadoop:hadoop-hdfs-client,,Apache Hadoop HDFS Client,,,0,,10,0,0,0,0,5,68,18,25
335926,TRUE,Maven,,com.jamonapi:jamon,,,,,0,,7,0,0,0,0,13,178,17,8
380748,TRUE,Maven,Java,org.jboss.arquillian.container:arquillian-container-test-spi,http://arquillian.org,Integration with the Test extention for the container extension.,,scm:git:git://git@github.com:arquillian/arquillian-core.git/arquillian-build/arquillian-container-test-spi,657832,"Arquillian provides a component model for integration tests, which includes dependency injection and container life cycle management. Instead of managing a runtime in your test, Arquillian brings your test to the runtime.",14,267,140,28,17,16,149,63,43
362217,TRUE,Maven,,org.apache.commons:commons-math3,http://commons.apache.org/proper/commons-math/,"The Apache Commons Math project is a library of lightweight, self-contained mathematics and statistics components addressing the most common practical problems not immediately available in the Java programming language or commons-lang.",,scm:git:http://git-wip-us.apache.org/repos/asf/commons-math.git,0,,14,0,0,0,0,527,6749,388,10
966039,TRUE,Maven,,org.opensaml:opensaml-saml-api,,,,scm:svn:https://svn.shibboleth.net/java-opensaml/opensaml-parent/opensaml-saml-api,0,,9,0,0,0,0,14,58,16,6
383291,TRUE,Maven,,org.glassfish.grizzly:grizzly-http,,,,scm:git:git://java.net/grizzly~git/grizzly-http,0,,9,0,0,0,0,9,94,20,1
962938,TRUE,Maven,Java,com.fasterxml.jackson.datatype:jackson-datatype-hibernate5,https://github.com/FasterXML/jackson-datatype-hibernate,Add-on module for Jackson (http://jackson.codehaus.org) to support Hibernate (http://hibernate.org) version 5.x data types. ,,https://github.com/FasterXML/jackson-datatype-hibernate,166021,Add-on module for Jackson JSON processor which handles Hibernate (http://www.hibernate.org/) datatypes; and specifically aspects of lazy-loading,16,247,99,28,11,8,3155,52,64
369428,TRUE,Maven,,org.glassfish.jersey.ext:jersey-entity-filtering,, Jersey extension module providing support for Entity Data Filtering. ,,scm:git:git://java.net/jersey~code/project/jersey-entity-filtering,0,,8,0,0,0,0,1,161,13,61
350410,TRUE,Maven,,net.java.dev.msv:msv-core,http://msv.java.net/msv-core,MSV Core,,scm:svn:https://svn.java.net/svn/msv~svn/tags/msv-2013.6.1/msv-core,0,,9,0,0,0,0,15,47,14,9
2516201,TRUE,Maven,Java,javax.activation:javax.activation-api,http://java.net/,JavaBeans Activation Framework distribution,,https://github.com/javaee/activation,36901176,Jakarta Activation,13,9,9,11,6,23,201,91,1
2371631,TRUE,Maven,Java,org.junit.jupiter:junit-jupiter-migrationsupport,https://junit.org/junit5/,"Module ""junit-jupiter-migrationsupport"" of JUnit 5.",,https://github.com/junit-team/junit5,673250,The next generation of JUnit.,19,3606,828,263,22,7,113,19,40
1188703,TRUE,Maven,Java,com.squareup.retrofit2:converter-jackson,https://github.com/square/retrofit/,"Type-safe HTTP client for Android and Java by Square, Inc.",,https://github.com/square/retrofit,173375,"Type-safe HTTP client for Android and Java by Square, Inc.",23,34604,6383,1605,18,39,1104,33,22
374157,TRUE,Maven,Java,net.openhft:chronicle-map,http://chronicle.software,Chronicle-Map,,https://github.com/OpenHFT/Chronicle-Map,168093,"Replicate your Key Value Store across your network, with consistency, persistance and performance.",16,1796,354,166,11,5,125,13,121
411280,TRUE,Maven,,org.jenkins-ci.modules:sshd,,"Adds SSH server functionality to Jenkins, exposing CLI commands through it",,scm:git:git://github.com/jenkinsci/${project.artifactId}-module.git,0,,7,0,0,0,0,0,191,13,0
386378,TRUE,Maven,,org.eclipse.persistence:javax.persistence,http://www.eclipse.org/eclipselink,EclipseLink build based upon Git transaction 39f248b,,http://git.eclipse.org/eclipselink/eclipselink.runtime.git,0,,15,0,0,0,0,102,3266,147,11
381205,TRUE,Maven,,com.toedter:jcalendar,http://www.toedter.com/en/jcalendar/,"JCalendar is a Java date chooser bean for graphically picking a     date. JCalendar is composed of several other Java beans, a     JDayChooser, a JMonthChooser and a JYearChooser. All these beans     have a locale property, provide several icons (Color 16x16, Color     32x32, Mono 16x16 and Mono 32x32) and their own locale property     editor. So they can easily be used in GUI builders. Also part of the     package is a JDateChooser, a bean composed of an IDateEditor (for     direct date editing) and a button for opening a JCalendar for     selecting the date.",,,0,,6,0,0,0,0,11,414,18,4
960591,TRUE,Maven,Java,org.activiti:activiti-spring-boot-starter-basic,http://www.activiti.org,"Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts. ",,scm:git:git@github.com:Activiti/Activiti.git/activiti-spring-boot/activiti-spring-boot-starters/activiti-spring-boot-starter-basic,165642,"Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts. ",17,5948,5006,631,18,4,331,16,16
415227,TRUE,Maven,Kotlin,org.jetbrains.kotlin:kotlin-runtime,https://github.com/JetBrains/kotlin/tree/master/libraries,Kotlin Runtime,,https://github.com/JetBrains/kotlin,168738,The Kotlin Programming Language,17,30314,3618,1269,19,16,239,12,121
643925,TRUE,Maven,,org.lazyluke:log4jdbc-remix,http://code.google.com/p/log4jdbc-remix,experimental fork of log4jdbc,,scm:svn:http://log4jdbc-remix.googlecode.com/svn/tags/log4jdbc-remix-0.2.7,0,,8,0,0,0,0,3,1084,29,5
406665,TRUE,Maven,Go,com.codahale.metrics:metrics-core,http://metrics.codahale.com/, Metrics is a Java library which gives you unparalleled insight into what your code does in production. Metrics provides a powerful toolkit of ways to measure the behavior of critical components in your production environment. ,,https://github.com/codahale/metrics,172882,This is not the Java library.,19,440,45,30,12,159,1262,205,6
390540,TRUE,Maven,Java,com.github.pagehelper:pagehelper,https://github.com/pagehelper/Mybatis-PageHelper,Mybatis Pagination Plugin,,https://github.com/pagehelper/Mybatis-PageHelper,168916,Mybatis������������������,19,8552,2506,510,14,21,7585,159,60
370487,TRUE,Maven,,eu.medsea.mimeutil:mime-util,http://www.medsea.eu/mime-util/,"mime-util is a simple to use, small, light weight and fast open source java utility library that can detect 		MIME types from files, input streams, URL's and byte arrays. 		Due to the use of regular expressions and the java.nio packages it requires at least Java 1.4.",,scm:svn:https://mime-util.svn.sourceforge.net/svnroot/mime-util/trunk/MimeUtil,0,,8,0,0,0,0,39,178,29,4
2269592,TRUE,Maven,,io.opentracing:opentracing-util,,OpenTracing utilities,,,0,,8,0,0,0,0,35,58,41,12
1426365,TRUE,Maven,,io.zipkin.java:zipkin-server,,Zipkin java library and server,,https://github.com/openzipkin/zipkin.git,2881296,Zipkin java library and server,15,54,24,17,5,1,573,74,195
397243,TRUE,Maven,,org.apache.directory.server:apacheds-protocol-kerberos,,The Kerberos Protocol Provider for ApacheDS,,scm:svn:http://svn.apache.org/repos/asf/directory/apacheds/tags/2.0.0-M22/apacheds-protocol-kerberos,0,,10,0,0,0,0,16,168,26,39
372829,TRUE,Maven,Java,org.ojalgo:ojalgo,http://ojalgo.org,"oj! Algorithms - ojAlgo - is Open Source Java code that has to do with mathematics, linear algebra and optimisation.",,https://github.com/optimatika/ojAlgo,2882339,oj! Algorithms,15,259,62,18,11,8,80,11,33
406399,TRUE,Maven,Java,com.graphaware.neo4j:tests,http://graphaware.com,Tools for testing Neo4j-related and GraphAware-related code,,https://github.com/graphaware/neo4j-framework,165180,GraphAware Neo4j Framework,13,231,66,48,12,11,27,10,99
341000,TRUE,Maven,,jetty:jetty,,,,,0,,7,0,0,0,0,28,141,24,18
387186,TRUE,Maven,,org.apache.hadoop:hadoop-archives,,Apache Hadoop Archives,,,0,,9,0,0,0,0,7,149,10,65
395747,TRUE,Maven,Java,com.facebook.swift:swift-annotations,,Annotations for use in Swift interfaces and types,,scm:git:git://github.com/facebook/swift.git/swift-annotations,174862,An annotation-based Java library for creating Thrift serializable types and services.,13,830,290,132,12,3,41,13,34
401681,TRUE,Maven,Java,org.springframework.boot:spring-boot-starter-data-rest,https://projects.spring.io/spring-boot/#/spring-boot-parent/spring-boot-starters/spring-boot-starter-data-rest,Starter for exposing Spring Data repositories over REST using Spring Data REST,,https://github.com/spring-projects/spring-boot,173261,Spring Boot,21,44803,28390,3357,25,5,10578,189,102
401327,TRUE,Maven,,org.apache.wicket:wicket-spring,http://wicket.apache.org,Integration project to use Spring injection in your Wicket applications. See the wicket-spring-examples for integration patterns.,,http://git-wip-us.apache.org/repos/asf/wicket/repo?p=wicket.git,0,,11,0,0,0,0,20,655,38,157
398784,TRUE,Maven,Java,org.springframework.data:spring-data-hadoop,http://github.com/SpringSource/spring-hadoop,Spring for Apache Hadoop,,https://github.com/SpringSource/spring-hadoop,173766,Spring for Apache Hadoop is a framework for application developers to take advantage of the features of both Hadoop and Spring.,12,587,354,50,12,0,313,22,43
349568,TRUE,Maven,,org.apache.hadoop:hadoop-hdfs-test,,,,,0,,3,0,0,0,0,1,18,14,1
649031,TRUE,Maven,Java,com.squareup.okhttp:okhttp-urlconnection,https://square.github.io/okhttp/,"An HTTP client for Android, Kotlin, and Java.",,scm:git:https://github.com/square/okhttp.git/okhttp-urlconnection,173426,"An HTTP client for Android, Kotlin, and Java.",22,35483,7733,1657,22,69,2181,21,18
390241,TRUE,Maven,,org.apache.shindig:shindig-features,,Packages all the features that shindig provides into a single jar file to allow     loading from the classpath,,scm:svn:http://svn.apache.org/repos/asf/shindig/tags/shindig-project-2.5.2/features,0,,6,0,0,0,0,1,23,12,18
2239987,TRUE,Maven,,org.kie.server:kie-server-api,,KIE Execution Server API,,,0,,4,0,0,0,0,0,40,16,76
370021,TRUE,Maven,HTML,org.tautua.markdownpapers:markdownpapers-core,markdown.tautua.org,Markdown parser and transformer implemented in Java,,scm:git:git@github.com:lruiz/MarkdownPapers.git/markdownpapers-core,165718,Markdown parser and transformer implemented in Java,11,147,26,14,6,5,89,12,22
365257,TRUE,Maven,,org.picketlink:picketlink-core,http://labs.jboss.org/portal/picketlink/,PicketLink Federation Core contains the core infrastructure code,,scm:svn:http://anonsvn.jboss.org/repos/picketlink/federation/tags/1.0.0.alpha1/picketlink-core,0,,6,0,0,0,0,2,14,17,19
380891,TRUE,Maven,,org.apache.commons:commons-csv,http://commons.apache.org/proper/commons-csv/, The Apache Commons CSV library provides a simple interface for reading and writing CSV files of various types. ,,https://git-wip-us.apache.org/repos/asf?p=commons-csv.git,0,,13,0,0,0,0,135,3055,204,9
364031,TRUE,Maven,Java,org.jboss.errai:errai-marshalling,http://erraiframework.org,Errai,,scm:git:git@github.com:errai/errai.git/errai-marshalling,165395,Errai,14,261,189,41,13,4,37,14,89
335613,TRUE,Maven,,org.xhtmlrenderer:core-renderer,https://xhtmlrenderer.dev.java.net/,"An XML/XHTML CSS 2.1 Renderer library in pure Java for rendering to PDF, images, and Swing panels.",,,0,,5,0,0,0,0,6,277,15,1
406921,FALSE,Maven,Java,io.prometheus:simpleclient_common,, Prometheus Java Client Metrics ,,scm:git:git@github.com:prometheus/client_java.git/simpleclient_common,166218,Prometheus instrumentation library for JVM applications,17,1005,444,64,14,47,120,27,32
343266,TRUE,Maven,Java,org.jboss.spec.javax.xml.ws:jboss-jaxws-api_2.2_spec,,JSR-000224: Java(TM) API for XML-Based Web Services 2.2,,https://github.com/jboss/jboss-jaxws-api_spec,165867,JBoss JAXWS API Spec,10,3,4,12,6,7,111,22,11
389476,TRUE,Maven,Java,org.jongo:jongo,http://www.jongo.org,Query in Java as in Mongo shell,,scm:git:git@github.com:bguerout/jongo.git,168871,Query in Java as in Mongo shell,14,495,133,53,12,19,316,21,11
645102,TRUE,Maven,Java,io.protostuff:protostuff-core,https://protostuff.github.io,protobuf serialization for mutable messages,,scm:git:https://github.com/protostuff/protostuff.git/protostuff-core,173298,"Java serialization library, proto compiler, code generator",16,1140,209,102,13,12,255,65,30
382335,TRUE,Maven,,org.rhq.helpers:rhq-pluginAnnotations,,Annotations to help generate plugin descriptors,,scm:git:ssh://git.fedorahosted.org/git/rhq.git/modules/helpers/pluginGen,0,,6,0,0,0,0,3,25,11,12
361669,TRUE,Maven,,xml-apis:xml-apis,http://xml.apache.org/commons/components/external/,"xml-commons provides an Apache-hosted set of DOM, SAX, and      JAXP interfaces for use in other xml-based projects. Our hope is that we      can standardize on both a common version and packaging scheme for these      critical XML standards interfaces to make the lives of both our developers      and users easier. The External Components portion of xml-commons contains      interfaces that are defined by external standards organizations. For DOM,      that's the W3C; for SAX it's David Megginson and sax.sourceforge.net; for      JAXP it's Sun.",,scm:svn:http://svn.apache.org/repos/asf/xml/commons/tags/xml-commons-external-1_4_01/,0,,9,0,0,0,0,509,4856,428,8
637512,TRUE,Maven,,org.ccil.cowan.tagsoup:tagsoup,http://home.ccil.org/~cowan/XML/tagsoup/,"TagSoup is a SAX-compliant parser written in Java that, instead of parsing well-formed or valid XML, parses HTML as it is found in the wild: poor, nasty and brutish, though quite often far from short. TagSoup is designed for people who have to process this stuff using some semblance of a rational application design. By providing a SAX interface, it allows standard XML tools to be applied to even the worst HTML. TagSoup also includes a command-line processor that reads HTML files and can generate either clean HTML or well-formed XML that is a close approximation to XHTML.",,,0,,8,0,0,0,0,91,538,40,2
643399,TRUE,Maven,Java,org.ops4j.pax.runner:pax-runner-no-jcl,http://team.ops4j.org/wiki/display/paxrunner/, OPS4J Pax Runner - Core engine without JCL. See details at http://wiki.ops4j.org/confluence/x/A4A6. ,,https://github.com/ops4j/org.ops4j.pax.runner,166421,Multi Framework OSGi Runner,15,46,41,80,12,15,51,25,26
344691,TRUE,Maven,,org.glassfish.jersey.containers:jersey-container-grizzly2-servlet,,Grizzly 2 Servlet Container.,,scm:git:git://java.net/jersey~code/project/jersey-container-grizzly2-servlet,0,,10,0,0,0,0,5,223,23,90
